,interactor1,interactor2
8857,NP_459141.1,NP_463336.3
8858,NP_461012.1,NP_463336.3
8859,NP_462331.3,NP_463336.3
8860,NP_462345.1,NP_463336.3
8861,NP_462327.1,NP_463336.3
8862,NP_459221.1,NP_463336.3
8863,NP_462627.1,NP_463336.3
8864,NP_462336.1,NP_463336.3
8865,NP_462628.1,NP_463336.3
8866,NP_462339.1,NP_463336.3
8867,NP_461603.1,NP_463336.3
8868,NP_463021.1,NP_463336.3
8869,NP_462343.1,NP_463336.3
8870,NP_462344.1,NP_463336.3
8871,NP_462341.1,NP_463336.3
8872,NP_462843.1,NP_463336.3
8873,NP_462976.1,NP_463336.3
8874,NP_459446.1,NP_463336.3
8875,NP_460833.1,NP_463336.3
8876,NP_463336.3,NP_490553.1
8877,NP_463336.3,NP_463413.1
8878,NP_460171.1,NP_463336.3
8879,NP_459638.1,NP_463336.3
8880,NP_459219.1,NP_463336.3
8881,NP_459479.1,NP_463336.3
8882,NP_459017.1,NP_463336.3
8883,NP_459922.1,NP_463336.3
8884,NP_460777.1,NP_463336.3
8885,NP_459194.1,NP_463021.1
8886,NP_459159.1,NP_459194.1
8887,NP_459158.2,NP_459194.1
8888,NP_461474.1,NP_462458.1
8889,NP_459141.1,NP_461474.1
8890,NP_460302.1,NP_461474.1
8891,NP_461474.1,NP_463021.1
8892,NP_461474.1,NP_463020.1
8893,NP_461471.1,NP_461474.1
8894,NP_461474.1,NP_461477.1
8895,NP_460264.1,NP_463413.1
8896,NP_463121.1,NP_463413.1
8897,NP_463413.1,NP_490554.1
8898,NP_459141.1,NP_463413.1
8899,NP_463023.1,NP_463413.1
8900,NP_462628.1,NP_463413.1
8901,NP_462214.1,NP_463413.1
8902,NP_462255.1,NP_463413.1
8903,NP_463021.1,NP_463413.1
8904,NP_462344.1,NP_463413.1
8905,NP_462843.1,NP_463413.1
8906,NP_460833.1,NP_463413.1
8907,NP_463413.1,NP_490553.1
8908,NP_459638.1,NP_463413.1
8909,NP_459479.1,NP_463413.1
8910,NP_460833.1,NP_461583.1
8911,NP_461583.1,NP_490553.1
8912,NP_460833.1,NP_462458.1
8913,NP_462458.1,NP_490553.1
8914,NP_460833.1,NP_462349.1
8915,NP_460833.1,NP_463015.1
8916,NP_462349.1,NP_490553.1
8917,NP_463015.1,NP_490553.1
8918,NP_460673.1,NP_460833.1
8919,NP_460673.1,NP_490553.1
8920,NP_460833.1,NP_463121.1
8921,NP_460833.1,NP_490554.1
8922,NP_463121.1,NP_490553.1
8923,NP_460833.1,NP_461606.1
8924,NP_461606.1,NP_490553.1
8925,NP_460833.1,NP_462345.1
8926,NP_462345.1,NP_490553.1
8927,NP_460833.1,NP_463252.1
8928,NP_463252.1,NP_490553.1
8929,NP_459221.1,NP_460833.1
8930,NP_459221.1,NP_490553.1
8931,NP_460833.1,NP_462342.1
8932,NP_462342.1,NP_490553.1
8933,NP_460833.1,NP_463021.1
8934,NP_463021.1,NP_490553.1
8935,NP_460833.1,NP_463019.1
8936,NP_463019.1,NP_490553.1
8937,NP_460833.1,NP_462987.1
8938,NP_462987.1,NP_490553.1
8939,NP_460171.1,NP_460833.1
8940,NP_460171.1,NP_490553.1
8941,NP_459638.1,NP_460833.1
8942,NP_459638.1,NP_490553.1
8943,NP_460710.1,NP_460833.1
8944,NP_460710.1,NP_490553.1
8945,NP_459017.1,NP_460833.1
8946,NP_459017.1,NP_490553.1
8947,NP_460600.3,NP_461583.1
8948,NP_460600.3,NP_462349.1
8949,NP_460600.3,NP_463015.1
8950,NP_460600.3,NP_462340.1
8951,NP_460600.3,NP_462322.1
8952,NP_460600.3,NP_462351.1
8953,NP_460600.3,NP_462327.1
8954,NP_460600.3,NP_462338.1
8955,NP_459221.1,NP_460600.3
8956,NP_459956.1,NP_460600.3
8957,NP_460600.3,NP_463255.1
8958,NP_459159.1,NP_460600.3
8959,NP_459158.2,NP_460600.3
8960,NP_459157.1,NP_460600.3
8961,NP_462863.1,NP_463384.1
8962,NP_459776.1,NP_463384.1
8963,NP_463037.1,NP_463384.1
8964,NP_463384.1,NP_463385.1
8965,NP_459259.1,NP_463384.1
8966,NP_461253.3,NP_463384.1
8967,NP_463021.1,NP_463385.1
8968,NP_459159.1,NP_463385.1
8969,NP_459158.2,NP_463385.1
8970,NP_460427.1,NP_462972.1
8971,NP_462349.1,NP_462972.1
8972,NP_462972.1,NP_463015.1
8973,NP_459007.1,NP_462972.1
8974,NP_459141.1,NP_462972.1
8975,NP_462345.1,NP_462972.1
8976,NP_462351.1,NP_462972.1
8977,NP_462327.1,NP_462972.1
8978,NP_459221.1,NP_462972.1
8979,NP_462337.1,NP_462972.1
8980,NP_462255.1,NP_462972.1
8981,NP_462972.1,NP_463021.1
8982,NP_462972.1,NP_463020.1
8983,NP_462343.1,NP_462972.1
8984,NP_462344.1,NP_462972.1
8985,NP_459411.1,NP_462972.1
8986,NP_461750.1,NP_462972.1
8987,NP_462753.1,NP_462972.1
8988,NP_459810.1,NP_462972.1
8989,NP_461268.1,NP_462972.1
8990,NP_460536.1,NP_462972.1
8991,NP_460720.1,NP_462972.1
8992,NP_462284.1,NP_462972.1
8993,NP_461135.1,NP_462972.1
8994,NP_462006.1,NP_462972.1
8995,NP_462850.1,NP_462972.1
8996,NP_459446.1,NP_462972.1
8997,NP_461980.1,NP_462972.1
8998,NP_462972.1,NP_462973.1
8999,NP_462972.1,NP_463441.1
9000,NP_462170.1,NP_462972.1
9001,NP_462350.1,NP_462972.1
9002,NP_459138.1,NP_462972.1
9003,NP_459017.1,NP_462972.1
9004,NP_459018.1,NP_462972.1
9005,NP_461377.1,NP_462972.1
9006,NP_461196.1,NP_462972.1
9007,NP_462718.1,NP_462972.1
9008,NP_462119.1,NP_462972.1
9009,NP_461308.1,NP_462972.1
9010,NP_462290.1,NP_462972.1
9011,NP_462289.1,NP_462972.1
9012,NP_462349.1,NP_462972.1
9013,NP_462972.1,NP_463015.1
9014,NP_459482.3,NP_462015.1
9015,NP_459482.3,NP_460033.1
9016,NP_459482.3,NP_462458.1
9017,NP_459482.3,NP_462351.1
9018,NP_459482.3,NP_463252.1
9019,NP_459482.3,NP_463023.1
9020,NP_459482.3,NP_462627.1
9021,NP_459482.3,NP_462336.1
9022,NP_459482.3,NP_462341.1
9023,NP_459482.3,NP_461471.1
9024,NP_459482.3,NP_461770.1
9025,NP_462883.1,NP_462973.1
9026,NP_462509.1,NP_462973.1
9027,NP_460678.1,NP_462973.1
9028,NP_462349.1,NP_462973.1
9029,NP_462973.1,NP_463015.1
9030,NP_461606.1,NP_462973.1
9031,NP_462322.1,NP_462973.1
9032,NP_462351.1,NP_462973.1
9033,NP_462627.1,NP_462973.1
9034,NP_462336.1,NP_462973.1
9035,NP_462333.1,NP_462973.1
9036,NP_462339.1,NP_462973.1
9037,NP_462214.1,NP_462973.1
9038,NP_461603.1,NP_462973.1
9039,NP_462973.1,NP_463021.1
9040,NP_462973.1,NP_463020.1
9041,NP_462973.1,NP_463255.1
9042,NP_462343.1,NP_462973.1
9043,NP_462344.1,NP_462973.1
9044,NP_462341.1,NP_462973.1
9045,NP_461719.1,NP_462973.1
9046,NP_462193.3,NP_462973.1
9047,NP_461196.1,NP_462973.1
9048,NP_462718.1,NP_462973.1
9049,NP_461308.1,NP_462973.1
9050,NP_462290.1,NP_462973.1
9051,NP_462289.1,NP_462973.1
9052,NP_459237.1,NP_462973.1
9053,NP_462349.1,NP_462973.1
9054,NP_462973.1,NP_463015.1
9055,NP_459447.1,NP_460678.1
9056,NP_460678.1,NP_463039.1
9057,NP_459447.1,NP_462319.1
9058,NP_462319.1,NP_463039.1
9059,NP_459447.1,NP_462416.1
9060,NP_462416.1,NP_463039.1
9061,NP_459447.1,NP_462417.1
9062,NP_462417.1,NP_463039.1
9063,NP_459447.1,NP_463039.1
9064,NP_459017.1,NP_459447.1
9065,NP_459017.1,NP_463039.1
9066,NP_462060.1,NP_462065.1
9067,NP_462062.1,NP_462349.1
9068,NP_462062.1,NP_463015.1
9069,NP_462062.1,NP_462331.3
9070,NP_462062.1,NP_462345.1
9071,NP_459221.1,NP_462062.1
9072,NP_462062.1,NP_462628.1
9073,NP_462062.1,NP_462339.1
9074,NP_462062.1,NP_463021.1
9075,NP_462062.1,NP_462869.1
9076,NP_462062.1,NP_462349.1
9077,NP_462062.1,NP_463015.1
9078,NP_459387.1,NP_459447.1
9079,NP_459387.1,NP_463039.1
9080,NP_459447.1,NP_459682.1
9081,NP_459682.1,NP_463039.1
9082,NP_459447.1,NP_462351.1
9083,NP_462351.1,NP_463039.1
9084,NP_459447.1,NP_462319.1
9085,NP_462319.1,NP_463039.1
9086,NP_459447.1,NP_462344.1
9087,NP_462344.1,NP_463039.1
9088,NP_459447.1,NP_462879.1
9089,NP_462879.1,NP_463039.1
9090,NP_459447.1,NP_462416.1
9091,NP_462416.1,NP_463039.1
9092,NP_459447.1,NP_462417.1
9093,NP_462417.1,NP_463039.1
9094,NP_459447.1,NP_463384.1
9095,NP_463039.1,NP_463384.1
9096,NP_459447.1,NP_460710.1
9097,NP_459447.1,NP_461725.1
9098,NP_460710.1,NP_463039.1
9099,NP_459230.1,NP_459447.1
9100,NP_459230.1,NP_463039.1
9101,NP_459447.1,NP_460305.1
9102,NP_460305.1,NP_463039.1
9103,NP_459447.1,NP_462295.1
9104,NP_462295.1,NP_463039.1
9105,NP_461766.1,NP_462419.1
9106,NP_459159.1,NP_461766.1
9107,NP_459157.1,NP_461766.1
9108,NP_461778.2,NP_462349.1
9109,NP_461778.2,NP_463015.1
9110,NP_461778.2,NP_463194.1
9111,NP_461778.2,NP_461779.3
9112,NP_461777.1,NP_461778.2
9113,NP_461778.2,NP_462058.1
9114,NP_461778.2,NP_462349.1
9115,NP_461778.2,NP_463015.1
9116,NP_459443.1,NP_461777.1
9117,NP_459443.1,NP_462058.1
9118,NP_461777.1,NP_462351.1
9119,NP_462058.1,NP_462351.1
9120,NP_461777.1,NP_461956.1
9121,NP_461956.1,NP_462058.1
9122,NP_461770.1,NP_461777.1
9123,NP_461770.1,NP_461777.1
9124,NP_461770.1,NP_462058.1
9125,NP_461770.1,NP_463194.1
9126,NP_460084.1,NP_462709.3
9127,NP_459821.1,NP_462709.3
9128,NP_459606.1,NP_462709.3
9129,NP_462492.1,NP_462708.3
9130,NP_462492.1,NP_462709.3
9131,NP_462349.1,NP_462708.3
9132,NP_462708.3,NP_463015.1
9133,NP_462349.1,NP_462709.3
9134,NP_462709.3,NP_463015.1
9135,NP_462351.1,NP_462708.3
9136,NP_462351.1,NP_462709.3
9137,NP_462708.3,NP_463252.1
9138,NP_462709.3,NP_463252.1
9139,NP_459221.1,NP_462709.3
9140,NP_459956.1,NP_462708.3
9141,NP_459956.1,NP_462709.3
9142,NP_462708.3,NP_463023.1
9143,NP_462709.3,NP_463023.1
9144,NP_462708.3,NP_463022.1
9145,NP_462709.3,NP_463022.1
9146,NP_462644.1,NP_462709.3
9147,NP_462708.3,NP_462753.1
9148,NP_462709.3,NP_462753.1
9149,NP_459246.1,NP_462709.3
9150,NP_460801.1,NP_462709.3
9151,NP_462195.1,NP_462709.3
9152,NP_459948.1,NP_462709.3
9153,NP_461581.1,NP_462709.3
9154,NP_462155.1,NP_462709.3
9155,NP_459317.1,NP_462709.3
9156,NP_459974.1,NP_462709.3
9157,NP_460434.1,NP_462709.3
9158,NP_460490.1,NP_462709.3
9159,NP_460531.1,NP_462709.3
9160,NP_460946.1,NP_462709.3
9161,NP_461210.1,NP_462709.3
9162,NP_460846.1,NP_462709.3
9163,NP_462284.1,NP_462708.3
9164,NP_462284.1,NP_462709.3
9165,NP_462006.1,NP_462709.3
9166,NP_459396.1,NP_462709.3
9167,NP_462418.1,NP_462709.3
9168,NP_462455.1,NP_462709.3
9169,NP_462709.3,NP_463095.1
9170,NP_459159.1,NP_462708.3
9171,NP_459159.1,NP_462709.3
9172,NP_462199.1,NP_462709.3
9173,NP_462708.3,NP_462709.3
9174,NP_459194.1,NP_462709.3
9175,NP_459751.1,NP_462708.3
9176,NP_459751.1,NP_462709.3
9177,NP_462166.1,NP_462709.3
9178,NP_462172.1,NP_462709.3
9179,NP_462171.1,NP_462709.3
9180,NP_459138.1,NP_462708.3
9181,NP_459138.1,NP_462709.3
9182,NP_461873.1,NP_462708.3
9183,NP_461873.1,NP_462709.3
9184,NP_459018.1,NP_462709.3
9185,NP_461591.1,NP_462709.3
9186,NP_459922.1,NP_462709.3
9187,NP_462708.3,NP_462764.1
9188,NP_462709.3,NP_462764.1
9189,NP_460426.1,NP_462709.3
9190,NP_462349.1,NP_462708.3
9191,NP_462708.3,NP_463015.1
9192,NP_462349.1,NP_462709.3
9193,NP_462709.3,NP_463015.1
9194,NP_461980.1,NP_462349.1
9195,NP_461980.1,NP_463015.1
9196,NP_461980.1,NP_463194.1
9197,NP_462708.3,NP_462753.1
9198,NP_462709.3,NP_462753.1
9199,NP_462284.1,NP_462708.3
9200,NP_462284.1,NP_462709.3
9201,NP_462418.1,NP_462708.3
9202,NP_462708.3,NP_463095.1
9203,NP_459159.1,NP_462708.3
9204,NP_459159.1,NP_462709.3
9205,NP_462166.1,NP_462708.3
9206,NP_460426.1,NP_462708.3
9207,NP_462349.1,NP_462708.3
9208,NP_462708.3,NP_463015.1
9209,NP_462349.1,NP_462709.3
9210,NP_462709.3,NP_463015.1
9211,NP_462331.3,NP_463052.1
9212,NP_462322.1,NP_463052.1
9213,NP_462330.1,NP_463052.1
9214,NP_462351.1,NP_463052.1
9215,NP_463052.1,NP_463252.1
9216,NP_462327.1,NP_463052.1
9217,NP_459221.1,NP_463052.1
9218,NP_462333.1,NP_463052.1
9219,NP_462339.1,NP_463052.1
9220,NP_462214.1,NP_463052.1
9221,NP_460302.1,NP_463052.1
9222,NP_462255.1,NP_463052.1
9223,NP_462343.1,NP_463052.1
9224,NP_463019.1,NP_463052.1
9225,NP_462610.1,NP_463052.1
9226,NP_459158.2,NP_463052.1
9227,NP_459051.1,NP_459511.1
9228,NP_459051.1,NP_462349.1
9229,NP_459051.1,NP_463015.1
9230,NP_459051.1,NP_462783.1
9231,NP_459051.1,NP_461436.1
9232,NP_459051.1,NP_460745.1
9233,NP_459051.1,NP_462349.1
9234,NP_459051.1,NP_463015.1
9235,NP_460904.1,NP_463344.1
9236,NP_461956.1,NP_463344.1
9237,NP_459159.1,NP_463344.1
9238,NP_462199.1,NP_462627.1
9239,NP_462199.1,NP_462255.1
9240,NP_462199.1,NP_462344.1
9241,NP_459411.1,NP_462199.1
9242,NP_462199.1,NP_462792.1
9243,NP_461611.1,NP_462199.1
9244,NP_459017.1,NP_462199.1
9245,NP_459251.1,NP_462199.1
9246,NP_459960.1,NP_462695.1
9247,NP_459221.1,NP_462695.1
9248,NP_462255.1,NP_462695.1
9249,NP_462695.1,NP_463021.1
9250,NP_459159.1,NP_462695.1
9251,NP_460429.2,NP_462695.1
9252,NP_462695.1,NP_463165.1
9253,NP_459157.1,NP_462695.1
9254,NP_460300.3,NP_460336.1
9255,NP_460300.3,NP_462209.3
9256,NP_460300.3,NP_461583.1
9257,NP_460300.3,NP_462124.1
9258,NP_459048.1,NP_460300.3
9259,NP_460300.3,NP_462340.1
9260,NP_460300.3,NP_463254.2
9261,NP_460300.3,NP_461606.1
9262,NP_460300.3,NP_462196.1
9263,NP_460300.3,NP_462331.3
9264,NP_460300.3,NP_462322.1
9265,NP_460300.3,NP_462321.1
9266,NP_460300.3,NP_462345.1
9267,NP_460300.3,NP_462254.1
9268,NP_460300.3,NP_462330.1
9269,NP_460300.3,NP_462351.1
9270,NP_460300.3,NP_463252.1
9271,NP_460300.3,NP_462327.1
9272,NP_460300.3,NP_462320.1
9273,NP_460300.3,NP_462338.1
9274,NP_459221.1,NP_460300.3
9275,NP_459956.1,NP_460300.3
9276,NP_460300.3,NP_462627.1
9277,NP_460300.3,NP_462333.1
9278,NP_460300.3,NP_462339.1
9279,NP_460300.3,NP_462214.1
9280,NP_460300.3,NP_460302.1
9281,NP_460300.3,NP_461603.1
9282,NP_460300.3,NP_462337.1
9283,NP_460300.3,NP_462325.1
9284,NP_460300.3,NP_462255.1
9285,NP_460300.3,NP_463021.1
9286,NP_460300.3,NP_463018.1
9287,NP_460300.3,NP_463020.1
9288,NP_460300.3,NP_463255.1
9289,NP_460300.3,NP_462332.1
9290,NP_460300.3,NP_462343.1
9291,NP_460300.3,NP_462344.1
9292,NP_460300.3,NP_462341.1
9293,NP_459447.1,NP_460300.3
9294,NP_460300.3,NP_463039.1
9295,NP_459629.1,NP_460300.3
9296,NP_459840.1,NP_460300.3
9297,NP_460300.3,NP_461196.1
9298,NP_460300.3,NP_462718.1
9299,NP_460300.3,NP_462280.1
9300,NP_461478.1,NP_462479.1
9301,NP_461477.1,NP_461478.1
9302,NP_459258.1,NP_461478.1
9303,NP_459017.1,NP_461478.1
9304,NP_460191.1,NP_461478.1
9305,NP_459418.1,NP_462345.1
9306,NP_459221.1,NP_459418.1
9307,NP_459418.1,NP_462627.1
9308,NP_459418.1,NP_462255.1
9309,NP_459418.1,NP_463021.1
9310,NP_459418.1,NP_463018.1
9311,NP_459418.1,NP_462344.1
9312,NP_459418.1,NP_460840.1
9313,NP_459017.1,NP_459418.1
9314,NP_459418.1,NP_461403.1
9315,NP_459724.1,NP_461477.1
9316,NP_459319.1,NP_461477.1
9317,NP_459155.1,NP_461477.1
9318,NP_459560.1,NP_461477.1
9319,NP_460842.1,NP_461477.1
9320,NP_459017.1,NP_461477.1
9321,NP_461309.1,NP_461477.1
9322,NP_461477.1,NP_462388.1
9323,NP_460390.1,NP_461477.1
9324,NP_459963.1,NP_463168.1
9325,NP_459963.1,NP_463040.1
9326,NP_459963.1,NP_461275.1
9327,NP_459963.1,NP_462349.1
9328,NP_459963.1,NP_463015.1
9329,NP_459956.1,NP_459963.1
9330,NP_459963.1,NP_463021.1
9331,NP_459963.1,NP_463018.1
9332,NP_459963.1,NP_462343.1
9333,NP_459963.1,NP_461471.1
9334,NP_459447.1,NP_459963.1
9335,NP_459963.1,NP_463039.1
9336,NP_459017.1,NP_459963.1
9337,NP_459018.1,NP_459963.1
9338,NP_459963.1,NP_462349.1
9339,NP_459963.1,NP_463015.1
9340,NP_460728.1,NP_462900.3
9341,NP_460728.1,NP_461583.1
9342,NP_459597.1,NP_460728.1
9343,NP_460728.1,NP_462349.1
9344,NP_460728.1,NP_463015.1
9345,NP_459048.1,NP_460728.1
9346,NP_460728.1,NP_462331.3
9347,NP_460728.1,NP_462322.1
9348,NP_460728.1,NP_462321.1
9349,NP_460728.1,NP_462345.1
9350,NP_460728.1,NP_462254.1
9351,NP_460728.1,NP_462351.1
9352,NP_460728.1,NP_462327.1
9353,NP_460728.1,NP_462320.1
9354,NP_460728.1,NP_462338.1
9355,NP_459221.1,NP_460728.1
9356,NP_460728.1,NP_462627.1
9357,NP_460728.1,NP_462628.1
9358,NP_460728.1,NP_461168.1
9359,NP_460728.1,NP_462333.1
9360,NP_460728.1,NP_462339.1
9361,NP_460728.1,NP_462214.1
9362,NP_460728.1,NP_461603.1
9363,NP_460728.1,NP_462334.1
9364,NP_460728.1,NP_462255.1
9365,NP_460728.1,NP_463021.1
9366,NP_460728.1,NP_463255.1
9367,NP_460728.1,NP_462329.1
9368,NP_460728.1,NP_462332.1
9369,NP_460728.1,NP_462343.1
9370,NP_460728.1,NP_462344.1
9371,NP_460728.1,NP_463019.1
9372,NP_460728.1,NP_462610.1
9373,NP_460728.1,NP_461213.1
9374,NP_459128.1,NP_460728.1
9375,NP_460728.1,NP_463194.1
9376,NP_460728.1,NP_462006.1
9377,NP_459963.1,NP_460728.1
9378,NP_459447.1,NP_460728.1
9379,NP_460728.1,NP_463039.1
9380,NP_460728.1,NP_461214.1
9381,NP_460728.1,NP_461384.3
9382,NP_460728.1,NP_462349.1
9383,NP_460728.1,NP_463015.1
9384,NP_460695.1,NP_462625.1
9385,NP_462327.1,NP_462625.1
9386,NP_462625.1,NP_463021.1
9387,NP_462343.1,NP_462625.1
9388,NP_462344.1,NP_462625.1
9389,NP_459128.1,NP_462625.1
9390,NP_462345.1,NP_462624.1
9391,NP_462327.1,NP_462624.1
9392,NP_459221.1,NP_462624.1
9393,NP_462624.1,NP_462627.1
9394,NP_462339.1,NP_462624.1
9395,NP_462214.1,NP_462624.1
9396,NP_460302.1,NP_462624.1
9397,NP_461603.1,NP_462624.1
9398,NP_462255.1,NP_462624.1
9399,NP_462624.1,NP_463021.1
9400,NP_462332.1,NP_462624.1
9401,NP_462624.1,NP_463019.1
9402,NP_459128.1,NP_462624.1
9403,NP_459589.1,NP_462624.1
9404,NP_459221.1,NP_462594.1
9405,NP_462594.1,NP_462628.1
9406,NP_462339.1,NP_462594.1
9407,NP_462594.1,NP_462610.1
9408,NP_462594.1,NP_462644.1
9409,NP_462556.1,NP_462594.1
9410,NP_461013.1,NP_461518.1
9411,NP_461518.1,NP_462345.1
9412,NP_461518.1,NP_462351.1
9413,NP_461518.1,NP_463252.1
9414,NP_461518.1,NP_462327.1
9415,NP_459221.1,NP_461518.1
9416,NP_461518.1,NP_462333.1
9417,NP_461518.1,NP_462339.1
9418,NP_461518.1,NP_462255.1
9419,NP_461518.1,NP_463255.1
9420,NP_461518.1,NP_462343.1
9421,NP_460827.1,NP_461518.1
9422,NP_460615.1,NP_461518.1
9423,NP_459918.1,NP_461518.1
9424,NP_461518.1,NP_461909.1
9425,NP_462327.1,NP_463102.1
9426,NP_459640.1,NP_461606.1
9427,NP_459640.1,NP_462345.1
9428,NP_459221.1,NP_459640.1
9429,NP_459640.1,NP_462342.1
9430,NP_459640.1,NP_463021.1
9431,NP_459640.1,NP_463018.1
9432,NP_459640.1,NP_462343.1
9433,NP_459640.1,NP_462344.1
9434,NP_459220.1,NP_459640.1
9435,NP_459556.1,NP_461362.1
9436,NP_459387.1,NP_461362.1
9437,NP_459221.1,NP_461362.1
9438,NP_461362.1,NP_463021.1
9439,NP_460827.1,NP_461362.1
9440,NP_461362.1,NP_462283.1
9441,NP_459231.1,NP_461362.1
9442,NP_459640.1,NP_461362.1
9443,NP_459157.1,NP_461362.1
9444,NP_459446.1,NP_462349.1
9445,NP_459446.1,NP_463015.1
9446,NP_459446.1,NP_463121.1
9447,NP_459446.1,NP_490554.1
9448,NP_459446.1,NP_462330.1
9449,NP_459446.1,NP_462351.1
9450,NP_459446.1,NP_462338.1
9451,NP_459221.1,NP_459446.1
9452,NP_459446.1,NP_462339.1
9453,NP_459446.1,NP_462214.1
9454,NP_459446.1,NP_460302.1
9455,NP_459446.1,NP_462255.1
9456,NP_459446.1,NP_463255.1
9457,NP_459446.1,NP_462344.1
9458,NP_459446.1,NP_462990.1
9459,NP_459937.1,NP_462345.1
9460,NP_459937.1,NP_462339.1
9461,NP_459937.1,NP_462214.1
9462,NP_459937.1,NP_462255.1
9463,NP_459937.1,NP_463021.1
9464,NP_459446.1,NP_459937.1
9465,NP_459085.1,NP_459937.1
9466,NP_459937.1,NP_461902.1
9467,NP_459937.1,NP_461924.1
9468,NP_459157.1,NP_459937.1
9469,NP_459594.1,NP_463432.1
9470,NP_459587.1,NP_463432.1
9471,NP_459233.1,NP_461888.1
9472,NP_459233.1,NP_462345.1
9473,NP_459233.1,NP_462254.1
9474,NP_459221.1,NP_459233.1
9475,NP_459233.1,NP_462627.1
9476,NP_459233.1,NP_462628.1
9477,NP_459233.1,NP_462333.1
9478,NP_459233.1,NP_462339.1
9479,NP_459233.1,NP_462214.1
9480,NP_459233.1,NP_460302.1
9481,NP_459233.1,NP_462334.1
9482,NP_459233.1,NP_462255.1
9483,NP_459233.1,NP_463021.1
9484,NP_459233.1,NP_462329.1
9485,NP_459233.1,NP_462344.1
9486,NP_459233.1,NP_462110.1
9487,NP_459233.1,NP_463222.1
9488,NP_459233.1,NP_462207.1
9489,NP_459199.1,NP_459233.1
9490,NP_459233.1,NP_459258.1
9491,NP_459233.1,NP_459591.1
9492,NP_459233.1,NP_460331.1
9493,NP_459231.1,NP_463231.1
9494,NP_459231.1,NP_462209.3
9495,NP_459231.1,NP_461583.1
9496,NP_459231.1,NP_460678.1
9497,NP_459231.1,NP_461599.1
9498,NP_459048.1,NP_459231.1
9499,NP_459231.1,NP_463254.2
9500,NP_459231.1,NP_461606.1
9501,NP_459231.1,NP_462345.1
9502,NP_459231.1,NP_462330.1
9503,NP_459231.1,NP_462351.1
9504,NP_459231.1,NP_462327.1
9505,NP_459231.1,NP_462320.1
9506,NP_459231.1,NP_462338.1
9507,NP_459221.1,NP_459231.1
9508,NP_459231.1,NP_462627.1
9509,NP_459231.1,NP_462333.1
9510,NP_459231.1,NP_462339.1
9511,NP_459231.1,NP_462214.1
9512,NP_459231.1,NP_460302.1
9513,NP_459231.1,NP_461603.1
9514,NP_459231.1,NP_462337.1
9515,NP_459231.1,NP_462325.1
9516,NP_459231.1,NP_462255.1
9517,NP_459231.1,NP_463021.1
9518,NP_459231.1,NP_463018.1
9519,NP_459231.1,NP_463255.1
9520,NP_459231.1,NP_462343.1
9521,NP_459231.1,NP_462344.1
9522,NP_459231.1,NP_462341.1
9523,NP_459231.1,NP_459608.1
9524,NP_459231.1,NP_462807.1
9525,NP_459231.1,NP_462610.1
9526,NP_459231.1,NP_461587.1
9527,NP_459231.1,NP_459671.1
9528,NP_459018.1,NP_459231.1
9529,NP_459231.1,NP_461196.1
9530,NP_459231.1,NP_462718.1
9531,NP_459231.1,NP_460085.1
9532,NP_459231.1,NP_461903.1
9533,NP_459231.1,NP_460437.1
9534,NP_459231.1,NP_463190.1
9535,NP_459234.1,NP_462349.1
9536,NP_459234.1,NP_463015.1
9537,NP_459234.1,NP_462723.1
9538,NP_459221.1,NP_459234.1
9539,NP_459234.1,NP_461603.1
9540,NP_459234.1,NP_462255.1
9541,NP_459234.1,NP_462120.3
9542,NP_459234.1,NP_462349.1
9543,NP_459234.1,NP_463015.1
9544,NP_461930.1,NP_462940.1
9545,NP_461956.1,NP_463262.1
9546,NP_461956.1,NP_462156.1
9547,NP_461956.1,NP_462929.1
9548,NP_461513.1,NP_461956.1
9549,NP_459174.1,NP_461956.1
9550,NP_459771.1,NP_461956.1
9551,NP_461330.1,NP_461956.1
9552,NP_462209.3,NP_462417.1
9553,NP_462339.1,NP_462417.1
9554,NP_462214.1,NP_462417.1
9555,NP_461603.1,NP_462417.1
9556,NP_462255.1,NP_462417.1
9557,NP_462417.1,NP_463255.1
9558,NP_462343.1,NP_462417.1
9559,NP_462344.1,NP_462417.1
9560,NP_462417.1,NP_463019.1
9561,NP_462195.1,NP_462417.1
9562,NP_459159.1,NP_462417.1
9563,NP_459158.2,NP_462417.1
9564,NP_459054.1,NP_463021.1
9565,NP_459054.1,NP_462343.1
9566,NP_459054.1,NP_463194.1
9567,NP_461956.1,NP_462194.1
9568,NP_461956.1,NP_462091.1
9569,NP_459948.1,NP_461956.1
9570,NP_461581.1,NP_461956.1
9571,NP_461956.1,NP_462155.1
9572,NP_460092.1,NP_461956.1
9573,NP_461051.1,NP_461956.1
9574,NP_461956.1,NP_462349.1
9575,NP_461956.1,NP_463015.1
9576,NP_459939.1,NP_461956.1
9577,NP_461956.1,NP_462321.1
9578,NP_461956.1,NP_462345.1
9579,NP_461956.1,NP_462351.1
9580,NP_461956.1,NP_462338.1
9581,NP_459221.1,NP_461956.1
9582,NP_461956.1,NP_463023.1
9583,NP_461956.1,NP_463022.1
9584,NP_461168.1,NP_461956.1
9585,NP_461956.1,NP_462333.1
9586,NP_461956.1,NP_463255.1
9587,NP_461956.1,NP_462341.1
9588,NP_461956.1,NP_461985.1
9589,NP_459948.1,NP_461956.1
9590,NP_461581.1,NP_461956.1
9591,NP_461956.1,NP_462155.1
9592,NP_461956.1,NP_463194.1
